id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202401537,2024-06-30 08:00:00,Hospital,Medium,21,50-350,Daily,True,65.29,True,False,73,RDP Exploit,True,46.62,4
RAN202401538,2024-08-27 22:00:00,Clinic,Medium,23,350+,Monthly,True,35.94,True,False,35,Exploited Vulnerability,False,54.31,2
RAN202401539,2024-01-23 05:00:00,Hospital,Medium,20,50-350,Weekly,True,56.34,True,False,58,Compromised Credentials,True,59.08,4
RAN202401540,2024-02-11 03:00:00,Clinic,Medium,10,50-350,Daily,True,83.17,True,False,72,Phishing Email,False,21.73,4
RAN202401541,2024-11-12 19:00:00,Research Lab,Small,13,1-50,Weekly,True,90.0,True,False,104,Phishing Email,False,33.8,5
RAN202401542,2024-01-09 17:00:00,Hospital,Large,15,350+,Weekly,True,75.95,True,False,44,Compromised Credentials,False,31.24,2
RAN202401543,2024-04-03 07:00:00,Clinic,Medium,23,350+,Weekly,True,90.0,True,False,57,Phishing Email,False,14.39,2
RAN202401544,2024-01-18 23:00:00,Hospital,Medium,18,1-50,Daily,True,48.03,True,False,55,Phishing Email,True,39.19,4
RAN202401545,2024-01-03 06:00:00,Pharma,Medium,23,50-350,Daily,True,55.92,False,False,69,Compromised Credentials,False,36.56,4
RAN202401546,2024-02-29 23:00:00,Clinic,Small,4,1-50,Monthly,False,65.75,False,False,32,Compromised Credentials,False,19.84,6
RAN202401547,2024-05-23 11:00:00,Insurance,Medium,20,50-350,Daily,True,59.14,True,False,64,Phishing Email,True,69.47,7
RAN202401548,2024-11-07 03:00:00,Clinic,Medium,17,50-350,Weekly,False,72.84,False,False,43,Phishing Email,True,54.31,6
RAN202401549,2024-05-03 10:00:00,Hospital,Medium,3,1-50,Weekly,False,84.08,True,False,37,Phishing Email,True,50.72,6
RAN202401550,2024-01-13 19:00:00,Clinic,Medium,21,50-350,Weekly,False,59.02,True,False,28,Phishing Email,False,45.59,3
RAN202401551,2024-09-06 02:00:00,Pharma,Medium,21,1-50,Daily,False,42.29,True,False,48,Phishing Email,False,24.68,7
RAN202401552,2024-07-17 22:00:00,Clinic,Medium,2,50-350,Weekly,False,76.44,True,True,17,RDP Exploit,False,41.58,4
RAN202401553,2024-08-03 23:00:00,Insurance,Medium,4,50-350,More than once per day,True,29.13,True,False,13,Phishing Email,False,52.23,1
RAN202401554,2024-11-12 23:00:00,Insurance,Large,1,1-50,Weekly,False,51.79,True,False,22,Compromised Credentials,True,42.94,3
RAN202401555,2024-12-11 18:00:00,Hospital,Medium,15,50-350,Weekly,False,84.42,True,False,40,RDP Exploit,False,13.35,1
RAN202401556,2024-07-03 19:00:00,Hospital,Medium,1,50-350,More than once per day,False,26.09,True,False,5,Compromised Credentials,False,8.26,4
RAN202401557,2024-08-16 15:00:00,Clinic,Small,6,1-50,Weekly,True,81.73,False,False,76,Phishing Email,True,57.91,7
RAN202401558,2024-10-25 16:00:00,Clinic,Small,7,1-50,Daily,True,76.33,True,True,92,Compromised Credentials,False,11.59,4
RAN202401559,2024-07-27 12:00:00,Insurance,Medium,19,50-350,More than once per day,True,43.34,True,False,42,RDP Exploit,False,24.42,5
RAN202401560,2024-05-25 14:00:00,Pharma,Large,12,350+,Daily,True,49.54,True,False,24,Exploited Vulnerability,False,47.09,6
RAN202401561,2024-03-10 04:00:00,Hospital,Large,1,1-50,Daily,False,64.71,True,False,33,Exploited Vulnerability,False,16.2,4
RAN202401562,2024-05-28 01:00:00,Hospital,Large,7,1-50,Daily,True,38.92,True,False,30,Exploited Vulnerability,False,60.39,7
RAN202401563,2024-04-29 01:00:00,Research Lab,Small,19,1-50,Daily,True,81.59,True,True,116,Exploited Vulnerability,True,47.16,5
RAN202401564,2024-11-24 00:00:00,Hospital,Medium,13,50-350,Weekly,True,69.33,True,False,60,Exploited Vulnerability,False,46.0,6
RAN202401565,2024-09-02 04:00:00,Insurance,Medium,12,1-50,Weekly,True,55.38,True,True,47,Compromised Credentials,True,56.61,6
RAN202401566,2024-04-20 20:00:00,Clinic,Small,12,1-50,Weekly,True,48.06,True,False,44,Compromised Credentials,True,44.37,5
RAN202401567,2024-03-24 15:00:00,Clinic,Medium,22,50-350,More than once per day,True,20.1,True,False,22,Exploited Vulnerability,True,74.38,2
RAN202401568,2024-11-06 12:00:00,Hospital,Medium,13,50-350,Monthly,True,56.01,False,True,52,Compromised Credentials,True,53.56,5
RAN202401569,2024-09-24 11:00:00,Clinic,Small,14,1-50,Weekly,True,89.85,True,True,89,Phishing Email,False,24.81,2
RAN202401570,2024-08-04 19:00:00,Clinic,Medium,22,50-350,More than once per day,True,27.07,True,False,28,Compromised Credentials,True,64.53,2
RAN202401571,2024-01-28 06:00:00,Clinic,Medium,12,50-350,Weekly,False,67.88,True,False,35,Compromised Credentials,False,40.18,3
RAN202401572,2024-03-15 08:00:00,Hospital,Medium,20,1-50,Daily,False,56.4,True,False,54,Compromised Credentials,False,45.03,2
RAN202401573,2024-08-21 13:00:00,Research Lab,Small,12,1-50,Weekly,False,82.61,True,False,27,Phishing Email,False,16.65,6
RAN202401574,2024-09-29 00:00:00,Insurance,Large,6,350+,Daily,True,50.66,True,False,28,Compromised Credentials,True,71.86,3
RAN202401575,2024-05-31 17:00:00,Hospital,Medium,10,1-50,Daily,True,68.96,True,False,71,Exploited Vulnerability,True,53.34,3
RAN202401576,2024-09-24 05:00:00,Hospital,Medium,20,50-350,Monthly,True,58.17,False,False,78,Exploited Vulnerability,True,72.26,3
RAN202401577,2024-12-02 18:00:00,Hospital,Large,24,350+,Daily,False,65.59,True,False,27,Exploited Vulnerability,True,70.19,6
RAN202401578,2024-06-02 19:00:00,Clinic,Small,9,1-50,More than once per day,False,37.83,True,True,23,Phishing Email,True,59.02,4
RAN202401579,2024-12-30 14:00:00,Clinic,Small,2,1-50,Monthly,True,48.84,True,True,33,Exploited Vulnerability,False,47.97,7
RAN202401580,2024-08-21 06:00:00,Clinic,Medium,7,50-350,Monthly,False,49.23,False,True,26,Exploited Vulnerability,True,67.21,5
RAN202401581,2024-08-14 03:00:00,Hospital,Large,9,350+,Weekly,True,55.98,False,True,23,Exploited Vulnerability,True,63.79,6
RAN202401582,2024-11-17 23:00:00,Hospital,Large,12,350+,Daily,True,37.56,True,False,16,Compromised Credentials,True,73.77,5
RAN202401583,2024-10-24 04:00:00,Clinic,Medium,5,50-350,More than once per day,False,16.58,True,False,5,Exploited Vulnerability,False,37.28,1
RAN202401584,2024-06-02 16:00:00,Clinic,Small,1,1-50,Weekly,True,41.82,True,True,41,Exploited Vulnerability,False,32.91,1
RAN202401585,2024-05-11 13:00:00,Pharma,Medium,22,50-350,More than once per day,True,43.09,True,False,46,Exploited Vulnerability,False,59.45,4
RAN202401586,2024-01-11 13:00:00,Hospital,Medium,15,50-350,More than once per day,False,40.97,True,False,15,Compromised Credentials,False,22.16,2
RAN202401587,2024-01-09 22:00:00,Clinic,Medium,8,50-350,Daily,True,60.2,False,True,57,Compromised Credentials,False,39.44,6
RAN202401588,2024-03-29 10:00:00,Clinic,Small,1,1-50,Daily,True,78.86,True,True,90,RDP Exploit,False,30.84,1
RAN202401589,2024-01-30 19:00:00,Clinic,Small,18,1-50,More than once per day,False,42.99,True,False,30,Compromised Credentials,False,28.86,6
RAN202401590,2024-08-12 23:00:00,Research Lab,Medium,13,50-350,Daily,True,83.55,True,True,56,Phishing Email,False,26.66,6
RAN202401591,2024-03-11 09:00:00,Clinic,Medium,1,50-350,More than once per day,True,29.7,True,False,22,Compromised Credentials,False,35.21,1
RAN202401592,2024-05-14 15:00:00,Pharma,Medium,5,1-50,Daily,True,66.13,True,True,53,Exploited Vulnerability,True,45.12,6
RAN202401593,2024-02-18 00:00:00,Hospital,Large,18,1-50,More than once per day,True,30.49,False,False,31,Exploited Vulnerability,False,52.01,3
RAN202401594,2024-09-18 11:00:00,Hospital,Large,16,350+,Daily,True,55.24,True,True,26,Malicious Website,True,72.38,6
RAN202401595,2024-10-21 22:00:00,Research Lab,Medium,10,50-350,Weekly,True,67.82,True,False,57,Exploited Vulnerability,True,53.21,6
RAN202401596,2024-11-06 02:00:00,Clinic,Small,4,1-50,Weekly,True,82.01,True,False,76,Compromised Credentials,True,45.05,1
RAN202401597,2024-04-20 01:00:00,Hospital,Large,1,1-50,Daily,True,66.21,True,False,57,Malicious Website,False,37.86,6
RAN202401598,2024-06-03 08:00:00,Hospital,Medium,23,1-50,Daily,False,56.15,True,True,28,Phishing Email,True,57.63,5
RAN202401599,2024-03-14 20:00:00,Hospital,Large,8,350+,More than once per day,False,30.22,True,True,5,Phishing Email,True,84.89,3
RAN202401600,2024-09-18 14:00:00,Insurance,Medium,5,50-350,More than once per day,False,37.02,True,False,13,Exploited Vulnerability,False,25.57,4
RAN202401601,2024-10-08 09:00:00,Hospital,Medium,2,50-350,Daily,True,71.17,True,False,51,Phishing Email,False,39.37,4
RAN202401602,2024-03-21 05:00:00,Hospital,Medium,24,50-350,Daily,True,65.69,True,False,93,Phishing Email,False,11.29,4
RAN202401603,2024-10-04 05:00:00,Hospital,Medium,17,1-50,Weekly,False,62.76,True,False,45,Infected Removable Media,True,55.29,3
RAN202401604,2024-02-21 08:00:00,Hospital,Large,7,350+,Weekly,True,57.91,True,False,30,Malicious Website,False,32.6,1
RAN202401605,2024-07-24 05:00:00,Hospital,Medium,17,50-350,Daily,True,62.55,False,False,70,Compromised Credentials,False,33.86,1
RAN202401606,2024-10-09 09:00:00,Clinic,Small,6,1-50,More than once per day,False,35.63,True,False,19,Compromised Credentials,False,0.0,5
RAN202401607,2024-02-01 02:00:00,Hospital,Large,22,1-50,Weekly,True,52.57,False,False,63,Phishing Email,False,12.21,3
RAN202401608,2024-05-04 10:00:00,Insurance,Medium,15,50-350,Daily,True,51.73,False,False,62,Compromised Credentials,True,62.0,3
RAN202401609,2024-07-29 07:00:00,Hospital,Large,5,350+,Weekly,False,69.87,True,True,19,Phishing Email,False,24.45,5
RAN202401610,2024-12-05 18:00:00,Clinic,Small,15,1-50,Daily,False,57.01,True,False,60,Exploited Vulnerability,True,54.48,1
RAN202401611,2024-01-25 08:00:00,Insurance,Large,18,350+,Weekly,True,48.84,True,False,31,Exploited Vulnerability,True,75.58,1
RAN202401612,2024-03-07 07:00:00,Clinic,Medium,18,50-350,Monthly,True,57.23,False,False,57,Compromised Credentials,True,56.11,2
RAN202401613,2024-01-13 03:00:00,Clinic,Small,21,1-50,Monthly,True,90.0,True,False,111,Phishing Email,False,29.02,2
RAN202401614,2024-12-09 21:00:00,Hospital,Large,21,1-50,Daily,False,47.38,True,True,39,Phishing Email,True,56.53,6
RAN202401615,2024-01-29 15:00:00,Hospital,Large,23,1-50,Daily,True,40.66,False,False,69,Compromised Credentials,False,45.43,2
RAN202401616,2024-05-15 23:00:00,Clinic,Medium,6,50-350,Daily,True,45.92,False,False,31,Compromised Credentials,True,40.61,2
RAN202401617,2024-11-01 20:00:00,Pharma,Large,2,1-50,Monthly,False,38.44,True,False,23,Exploited Vulnerability,False,27.04,6
RAN202401618,2024-01-01 21:00:00,Clinic,Small,17,1-50,Daily,True,62.05,True,False,58,Phishing Email,False,30.05,1
RAN202401619,2024-04-27 09:00:00,Clinic,Medium,21,50-350,More than once per day,False,48.98,True,False,38,RDP Exploit,False,52.32,4
RAN202401620,2024-08-18 23:00:00,Research Lab,Medium,4,50-350,Daily,False,90.0,True,False,31,Phishing Email,False,38.33,3
RAN202401621,2024-08-17 17:00:00,Clinic,Small,12,1-50,More than once per day,True,37.48,False,False,45,Compromised Credentials,True,21.37,2
RAN202401622,2024-03-09 09:00:00,Hospital,Medium,19,50-350,Daily,False,56.37,False,False,39,Phishing Email,False,53.44,4
RAN202401623,2024-10-09 20:00:00,Clinic,Medium,2,50-350,Weekly,True,45.57,True,False,39,Compromised Credentials,False,46.28,2
RAN202401624,2024-08-01 20:00:00,Pharma,Medium,2,50-350,Daily,False,58.57,True,False,18,Compromised Credentials,False,18.79,5
RAN202401625,2024-09-21 06:00:00,Hospital,Large,14,350+,More than once per day,False,36.66,True,False,12,Compromised Credentials,False,52.01,7
RAN202401626,2024-01-18 14:00:00,Clinic,Small,15,1-50,Monthly,True,49.55,True,False,69,Exploited Vulnerability,False,43.09,2
RAN202401627,2024-02-05 01:00:00,Hospital,Large,20,350+,Weekly,False,72.58,True,False,23,Phishing Email,True,41.06,7
RAN202401628,2024-09-28 05:00:00,Clinic,Medium,2,50-350,Weekly,False,66.64,True,True,27,Compromised Credentials,True,41.31,5
RAN202401629,2024-12-01 22:00:00,Hospital,Medium,4,50-350,Daily,True,63.69,True,False,52,Exploited Vulnerability,False,20.59,6
RAN202401630,2024-06-10 10:00:00,Clinic,Medium,19,50-350,Weekly,True,66.98,True,False,80,Compromised Credentials,True,51.49,7
RAN202401631,2024-07-03 22:00:00,Research Lab,Medium,9,50-350,Daily,True,49.3,True,False,55,Compromised Credentials,False,45.04,3
RAN202401632,2024-12-11 02:00:00,Hospital,Medium,7,1-50,Daily,True,57.19,True,False,52,Exploited Vulnerability,True,48.26,2
RAN202401633,2024-05-30 21:00:00,Clinic,Medium,13,50-350,More than once per day,False,27.95,True,False,17,Infected Removable Media,True,56.19,5
RAN202401634,2024-04-30 21:00:00,Research Lab,Medium,12,50-350,Daily,False,48.58,False,True,30,Exploited Vulnerability,False,41.58,3
RAN202401635,2024-09-11 16:00:00,Pharma,Medium,3,50-350,More than once per day,True,26.48,True,False,12,Compromised Credentials,False,19.47,2
RAN202401636,2024-05-26 12:00:00,Hospital,Medium,13,1-50,Monthly,True,63.06,False,False,41,Compromised Credentials,True,44.16,6
RAN202401637,2024-09-30 11:00:00,Hospital,Large,15,350+,More than once per day,True,28.77,True,False,18,Exploited Vulnerability,True,75.03,7
RAN202401638,2024-02-18 00:00:00,Hospital,Medium,14,50-350,Daily,True,66.51,True,False,51,Compromised Credentials,True,52.49,7
RAN202401639,2024-03-31 01:00:00,Pharma,Large,24,1-50,Daily,True,51.24,True,True,57,Compromised Credentials,False,23.22,7
RAN202401640,2024-08-08 21:00:00,Pharma,Medium,9,50-350,Daily,True,66.64,False,False,56,Compromised Credentials,True,47.13,2
RAN202401641,2024-05-18 03:00:00,Clinic,Medium,13,50-350,Weekly,True,52.69,False,False,47,Exploited Vulnerability,True,65.76,6
RAN202401642,2024-01-20 04:00:00,Insurance,Medium,23,50-350,More than once per day,False,35.19,True,False,36,Compromised Credentials,False,1.98,1
RAN202401643,2024-08-19 11:00:00,Clinic,Medium,22,50-350,Weekly,True,90.0,True,False,77,Phishing Email,False,32.49,4
RAN202401644,2024-01-10 03:00:00,Clinic,Small,4,350+,Daily,True,70.42,True,True,23,Phishing Email,False,27.2,4
RAN202401645,2024-11-26 02:00:00,Hospital,Large,21,1-50,Weekly,True,66.14,True,False,84,Phishing Email,True,52.2,3
RAN202401646,2024-11-27 01:00:00,Research Lab,Medium,8,50-350,Weekly,False,71.75,True,False,27,Exploited Vulnerability,True,54.71,5
RAN202401647,2024-02-04 00:00:00,Hospital,Large,3,350+,Monthly,False,83.93,True,True,13,RDP Exploit,True,54.36,4
RAN202401648,2024-06-02 15:00:00,Insurance,Large,2,350+,Weekly,False,50.01,True,False,14,Compromised Credentials,False,15.61,5
RAN202401649,2024-09-08 11:00:00,Research Lab,Medium,19,50-350,Weekly,True,52.11,True,True,65,Malicious Website,True,42.34,5
RAN202401650,2024-12-01 01:00:00,Research Lab,Small,23,350+,Daily,True,90.0,True,False,69,Phishing Email,True,55.58,4
RAN202401651,2024-04-05 07:00:00,Hospital,Medium,8,1-50,Daily,True,56.65,True,True,52,Compromised Credentials,True,48.74,4
RAN202401652,2024-06-25 15:00:00,Hospital,Large,17,350+,Weekly,True,51.34,True,False,34,Exploited Vulnerability,False,36.19,7
RAN202401653,2024-11-19 08:00:00,Hospital,Medium,13,1-50,Monthly,False,58.1,True,True,43,Phishing Email,False,21.99,5
RAN202401654,2024-11-13 00:00:00,Hospital,Medium,7,1-50,More than once per day,False,42.22,True,False,31,Compromised Credentials,False,18.26,5
RAN202401655,2024-11-09 21:00:00,Hospital,Medium,9,1-50,Daily,True,65.26,True,False,50,Phishing Email,True,48.11,2
RAN202401656,2024-02-06 06:00:00,Pharma,Medium,12,50-350,Weekly,True,53.94,True,False,46,Exploited Vulnerability,False,35.29,7
RAN202401657,2024-03-02 20:00:00,Clinic,Small,14,1-50,Daily,False,50.27,False,False,35,Exploited Vulnerability,False,50.54,2
RAN202401658,2024-10-07 14:00:00,Hospital,Large,14,1-50,Daily,True,62.71,True,False,62,Compromised Credentials,True,47.25,5
RAN202401659,2024-04-28 06:00:00,Hospital,Medium,15,1-50,Daily,True,66.24,True,False,51,Compromised Credentials,False,32.68,4
RAN202401660,2024-02-05 11:00:00,Clinic,Small,3,1-50,Weekly,False,52.94,True,False,23,Exploited Vulnerability,True,43.03,2
RAN202401661,2024-02-19 11:00:00,Clinic,Medium,15,50-350,Monthly,True,74.05,True,True,43,Phishing Email,False,35.97,5
RAN202401662,2024-04-30 18:00:00,Clinic,Medium,19,50-350,Daily,False,72.14,True,False,52,Phishing Email,False,42.75,6
RAN202401663,2024-07-08 11:00:00,Pharma,Large,24,1-50,Daily,True,40.1,True,False,60,Phishing Email,True,50.61,7
RAN202401664,2024-08-28 23:00:00,Clinic,Medium,20,50-350,Daily,False,59.97,False,False,41,Compromised Credentials,True,56.85,5
RAN202401665,2024-06-16 12:00:00,Pharma,Large,14,350+,More than once per day,False,20.77,False,True,5,RDP Exploit,False,25.67,3
RAN202401666,2024-01-28 10:00:00,Insurance,Medium,8,50-350,Weekly,False,70.49,True,False,27,Malicious Website,True,54.79,3
RAN202401667,2024-06-10 10:00:00,Hospital,Medium,5,1-50,Daily,True,64.2,True,False,44,Compromised Credentials,False,22.35,5
RAN202401668,2024-04-07 10:00:00,Pharma,Medium,19,50-350,Daily,True,51.63,True,False,53,RDP Exploit,False,26.54,7
RAN202401669,2024-01-08 23:00:00,Hospital,Medium,4,1-50,Weekly,True,53.96,True,False,47,Compromised Credentials,True,53.64,5
RAN202401670,2024-07-15 05:00:00,Insurance,Medium,14,1-50,Weekly,True,63.19,True,True,54,Malicious Website,True,48.64,5
RAN202401671,2024-10-13 17:00:00,Hospital,Medium,16,1-50,Daily,False,54.35,True,False,43,Compromised Credentials,True,51.41,2
RAN202401672,2024-02-16 23:00:00,Insurance,Large,20,350+,Daily,True,65.58,True,False,29,Exploited Vulnerability,True,67.18,1
RAN202401673,2024-09-10 22:00:00,Insurance,Medium,24,1-50,Monthly,False,67.26,True,False,61,Exploited Vulnerability,False,47.17,2
RAN202401674,2024-06-03 06:00:00,Insurance,Medium,6,1-50,Daily,True,44.31,True,True,41,Compromised Credentials,False,38.42,5
RAN202401675,2024-04-11 09:00:00,Research Lab,Small,23,1-50,Weekly,True,63.73,True,True,52,Compromised Credentials,True,40.62,7
RAN202401676,2024-01-04 11:00:00,Hospital,Large,6,350+,Daily,False,50.48,True,False,13,Compromised Credentials,True,71.01,2
RAN202401677,2024-07-09 15:00:00,Hospital,Medium,3,50-350,Weekly,True,53.18,True,False,29,Compromised Credentials,True,50.36,1
RAN202401678,2024-07-02 19:00:00,Clinic,Small,15,1-50,Weekly,False,49.65,True,False,27,Compromised Credentials,True,44.05,1
RAN202401679,2024-06-13 17:00:00,Hospital,Medium,3,50-350,Weekly,True,69.72,True,False,61,Phishing Email,False,25.78,7
RAN202401680,2024-06-21 15:00:00,Clinic,Medium,11,50-350,Monthly,False,37.09,True,False,27,Exploited Vulnerability,True,13.52,1
RAN202401681,2024-08-06 10:00:00,Hospital,Medium,3,50-350,Monthly,True,71.38,True,False,55,RDP Exploit,False,36.54,7
RAN202401682,2024-05-03 22:00:00,Pharma,Large,10,1-50,Weekly,False,45.49,True,False,32,Compromised Credentials,True,47.64,6
RAN202401683,2024-01-07 10:00:00,Clinic,Small,18,350+,Daily,True,59.63,False,False,41,Exploited Vulnerability,False,38.47,7
RAN202401684,2024-02-17 03:00:00,Insurance,Medium,1,1-50,Daily,True,50.99,True,False,41,Compromised Credentials,True,47.12,5
RAN202401685,2024-10-23 16:00:00,Hospital,Medium,16,50-350,Weekly,False,64.53,True,False,35,Exploited Vulnerability,False,26.84,7
RAN202401686,2024-12-24 15:00:00,Insurance,Medium,16,1-50,Weekly,False,58.99,True,False,37,Exploited Vulnerability,False,26.98,4
RAN202401687,2024-10-14 19:00:00,Pharma,Large,10,1-50,Daily,True,56.73,True,False,67,Exploited Vulnerability,True,51.27,4
RAN202401688,2024-10-16 15:00:00,Clinic,Small,1,1-50,More than once per day,True,30.64,False,False,12,RDP Exploit,False,17.05,7
RAN202401689,2024-02-20 04:00:00,Clinic,Medium,4,50-350,Weekly,True,59.57,True,False,48,Compromised Credentials,False,19.51,4
RAN202401690,2024-06-12 20:00:00,Research Lab,Small,3,1-50,Daily,True,60.3,False,False,34,Exploited Vulnerability,True,45.4,3
RAN202401691,2024-12-20 11:00:00,Hospital,Medium,5,50-350,Daily,False,53.1,True,False,16,RDP Exploit,True,58.16,4
RAN202401692,2024-06-20 09:00:00,Clinic,Small,12,1-50,Weekly,True,53.69,True,False,62,RDP Exploit,True,65.84,5
RAN202401693,2024-07-15 00:00:00,Hospital,Medium,12,50-350,Weekly,True,67.18,True,False,83,Compromised Credentials,True,59.74,5
RAN202401694,2024-12-24 13:00:00,Hospital,Large,13,350+,More than once per day,False,41.83,True,False,8,RDP Exploit,False,45.36,3
RAN202401695,2024-06-27 13:00:00,Hospital,Medium,24,50-350,Daily,True,53.36,True,False,59,Compromised Credentials,True,41.83,6
RAN202401696,2024-12-05 01:00:00,Hospital,Medium,12,50-350,Daily,False,45.94,False,False,27,Compromised Credentials,False,22.34,5
RAN202401697,2024-04-06 03:00:00,Hospital,Medium,16,50-350,Daily,False,47.08,True,False,29,Exploited Vulnerability,False,46.02,6
RAN202401698,2024-08-13 16:00:00,Hospital,Medium,13,1-50,Weekly,True,58.27,True,False,65,Exploited Vulnerability,True,47.22,5
RAN202401699,2024-12-20 03:00:00,Pharma,Large,5,350+,Daily,False,49.59,True,False,12,Phishing Email,True,58.25,7
RAN202401700,2024-10-31 22:00:00,Clinic,Small,24,1-50,Daily,True,59.87,True,False,79,Compromised Credentials,False,31.89,3
RAN202401701,2024-03-28 03:00:00,Pharma,Medium,4,50-350,More than once per day,True,25.77,True,False,28,Phishing Email,True,67.7,7
RAN202401702,2024-04-26 06:00:00,Clinic,Medium,21,50-350,Daily,True,43.18,True,True,60,Exploited Vulnerability,False,18.28,6
RAN202401703,2024-11-07 03:00:00,Hospital,Large,15,1-50,Monthly,True,65.73,False,False,58,Exploited Vulnerability,True,42.43,6
RAN202401704,2024-07-23 01:00:00,Clinic,Small,12,1-50,Daily,True,49.7,False,True,64,Exploited Vulnerability,False,23.73,6
RAN202401705,2024-10-20 16:00:00,Clinic,Medium,19,50-350,Monthly,True,38.14,False,False,45,Exploited Vulnerability,True,57.14,3
RAN202401706,2024-06-25 07:00:00,Hospital,Large,21,350+,Weekly,False,51.58,True,False,16,Compromised Credentials,False,53.06,3
RAN202401707,2024-01-15 13:00:00,Clinic,Medium,19,350+,Daily,False,78.34,True,False,20,Malicious Website,True,60.83,5
RAN202401708,2024-09-11 19:00:00,Hospital,Medium,21,50-350,Weekly,False,90.0,True,False,45,RDP Exploit,True,44.39,3
RAN202401709,2024-09-24 19:00:00,Clinic,Medium,11,50-350,Daily,True,64.87,True,False,45,Compromised Credentials,True,52.23,6
RAN202401710,2024-07-08 22:00:00,Clinic,Small,21,350+,Weekly,True,64.49,True,False,40,Malicious Website,True,63.25,1
RAN202401711,2024-07-30 00:00:00,Hospital,Large,6,1-50,Daily,True,62.41,True,False,44,Exploited Vulnerability,True,51.47,2
RAN202401712,2024-07-24 16:00:00,Hospital,Medium,9,1-50,Weekly,True,69.49,True,False,62,Exploited Vulnerability,True,50.16,3
RAN202401713,2024-08-13 08:00:00,Research Lab,Medium,1,50-350,More than once per day,True,23.42,False,False,18,Exploited Vulnerability,True,59.11,6
RAN202401714,2024-10-18 15:00:00,Clinic,Medium,12,350+,Weekly,False,64.41,True,True,20,RDP Exploit,False,53.76,3
RAN202401715,2024-09-17 13:00:00,Hospital,Large,14,350+,More than once per day,True,35.63,True,False,21,Phishing Email,False,60.26,3
RAN202401716,2024-03-10 17:00:00,Pharma,Medium,6,50-350,Monthly,True,56.84,True,False,36,Compromised Credentials,False,38.02,6
RAN202401717,2024-09-25 04:00:00,Hospital,Large,1,1-50,Daily,True,43.24,True,False,34,Compromised Credentials,True,62.18,6
RAN202401718,2024-04-30 06:00:00,Clinic,Medium,22,50-350,Weekly,True,55.4,True,False,58,Compromised Credentials,True,67.41,3
RAN202401719,2024-06-29 04:00:00,Pharma,Large,2,1-50,Daily,True,48.96,True,True,44,Phishing Email,False,37.55,2
RAN202401720,2024-07-03 04:00:00,Hospital,Large,24,1-50,Daily,True,53.72,True,True,85,Compromised Credentials,True,61.13,5
RAN202401721,2024-01-18 06:00:00,Hospital,Medium,11,50-350,Weekly,False,63.0,True,False,37,Compromised Credentials,False,25.45,4
RAN202401722,2024-09-04 20:00:00,Hospital,Medium,3,1-50,Monthly,True,57.17,True,False,57,Phishing Email,False,32.75,1
RAN202401723,2024-10-01 03:00:00,Hospital,Large,10,350+,More than once per day,False,26.12,True,False,9,Compromised Credentials,True,86.94,7
RAN202401724,2024-08-01 16:00:00,Hospital,Medium,6,50-350,Monthly,True,69.13,True,False,53,RDP Exploit,True,60.22,5
RAN202401725,2024-11-24 14:00:00,Clinic,Medium,6,50-350,Weekly,True,49.78,True,False,44,Infected Removable Media,False,46.22,3
RAN202401726,2024-12-13 17:00:00,Hospital,Large,20,1-50,Weekly,False,48.65,True,True,33,Exploited Vulnerability,False,34.09,7
RAN202401727,2024-07-29 07:00:00,Clinic,Small,21,1-50,Daily,True,90.0,True,False,113,Phishing Email,False,27.99,6
RAN202401728,2024-06-11 04:00:00,Pharma,Large,2,1-50,Daily,True,50.22,True,False,42,Exploited Vulnerability,True,43.99,7
RAN202401729,2024-04-29 05:00:00,Insurance,Large,24,350+,Monthly,False,42.6,True,False,23,Compromised Credentials,False,49.33,5
RAN202401730,2024-02-29 15:00:00,Clinic,Medium,10,350+,Daily,True,76.18,True,False,43,RDP Exploit,True,50.42,6
RAN202401731,2024-08-30 16:00:00,Hospital,Medium,23,50-350,Daily,True,81.78,True,False,67,RDP Exploit,True,43.34,1
RAN202401732,2024-06-23 00:00:00,Clinic,Small,6,1-50,More than once per day,False,44.48,True,True,32,RDP Exploit,False,26.32,5
RAN202401733,2024-11-21 15:00:00,Clinic,Small,23,350+,Daily,False,70.71,True,True,18,Compromised Credentials,False,51.61,5
RAN202401734,2024-09-30 20:00:00,Clinic,Small,17,1-50,Weekly,True,63.4,True,True,73,Compromised Credentials,True,41.05,7
RAN202401735,2024-01-02 21:00:00,Hospital,Large,14,1-50,Weekly,True,47.76,True,True,57,Phishing Email,True,23.74,6
RAN202401736,2024-03-08 21:00:00,Insurance,Medium,5,50-350,Weekly,False,64.75,False,False,22,Exploited Vulnerability,False,44.0,3
RAN202401737,2024-12-24 17:00:00,Clinic,Small,23,350+,More than once per day,True,50.18,True,False,25,RDP Exploit,True,74.91,6
RAN202401738,2024-01-24 10:00:00,Hospital,Large,17,1-50,Daily,True,54.68,True,False,75,Compromised Credentials,True,59.67,2
RAN202401739,2024-06-25 17:00:00,Hospital,Medium,2,1-50,Daily,True,77.23,True,False,52,Exploited Vulnerability,False,40.04,6
